Company,Website,Location,Contact,Rating,"Review Count,",Hourly Rate,Min Project Size,Employee Size
App Makers LA,http://www.appmakersla.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Los Angeles, CA",https://clutch.co/profile/app-makers-la/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,5.0,21 reviews,$50 - $99 / hr,"$10,000+",2 - 9
Mtoag Technologies Pvt LTD.,https://www.mtoag.com/mobile-apps-development.htm,"Jaipur, India",https://clutch.co/profile/mtoag-technologies/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,4.9,11 reviews,$25 - $49 / hr,"$5,000+",50 - 249
ThinkUp,https://thinkupsoft.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers,"Montevideo, Uruguay",https://clutch.co/profile/thinkup-0/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,5.0,11 reviews,$50 - $99 / hr,"$10,000+",10 - 49
Closeloop Technologies,https://closeloop.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Mountain View, CA",https://clutch.co/profile/closeloop-technologies/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,5.0,24 reviews,$25 - $49 / hr,"$50,000+",10 - 49
Kellton,http://www.kelltontech.com/?utm_source=clutch.co&utm_medium=referral,"Reston, VA",https://clutch.co/profile/kellton/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,4.6,19 reviews,$25 - $49 / hr,"$50,000+","1,000 - 9,999"
Diffco,https://diffco.us/page/mobile-2/?utm_source=clutch.co&utm_medium=referral&utm_campaign=mobile-application-developers,"Sunnyvale, CA",https://clutch.co/profile/diffco/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,5.0,12 reviews,$50 - $99 / hr,"$25,000+",10 - 49
EffectiveSoft,https://www.effectivesoft.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"San Diego, CA",https://clutch.co/profile/effectivesoft/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,4.8,11 reviews,$25 - $49 / hr,"$25,000+",250 - 999
iTechArt Group,https://www.itechart.com/?utm_source=clutch&utm_medium=referral&utm_campaign=mobile-application-developers,"New York, NY",https://clutch.co/profile/itechart-group/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,4.9,49 reviews,$50 - $99 / hr,"$25,000+","1,000 - 9,999"
CSHARK,https://cshark.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Wrocław, Poland",https://clutch.co/profile/cshark/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,4.9,19 reviews,$50 - $99 / hr,"$25,000+",250 - 999
InApps Technology,https://inapps.net/?utm_source=clutch.co/&utm_medium=referral&utm_campaign=directory-mobile-application-developers,"Ho Chi Minh, Vietnam",https://clutch.co/profile/inapps-technology/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,4.8,17 reviews,$25 - $49 / hr,"$25,000+",50 - 249
Software Mind,http://softwaremind.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Kraków, Poland",https://clutch.co/profile/software-mind/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,4.9,21 reviews,$50 - $99 / hr,"$100,000+","1,000 - 9,999"
Fortnight,https://www.fortnight.studio/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"London, United Kingdom",https://clutch.co/profile/fortnight/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,4.7,31 reviews,$100 - $149 / hr,"$10,000+",2 - 9
Semaphore Mobile,https://www.semaphoremobile.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Plano, TX",https://clutch.co/profile/semaphore-mobile/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,5.0,13 reviews,$50 - $99 / hr,Undisclosed,10 - 49
Intelivita,http://www.intelivita.co.uk/?utm_source=clutch&utm_medium=referral,"Leeds, United Kingdom",https://clutch.co/profile/intelivita/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,4.8,31 reviews,$25 - $49 / hr,"$10,000+",10 - 49
Osedea,https://osedea.com/?utm_source=clutch&utm_medium=websitelink&utm_campaign=profile,"Montreal, Canada",https://clutch.co/profile/osedea/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,4.8,18 reviews,$100 - $149 / hr,"$50,000+",50 - 249
VOLO,http://volo.global/?utm_source=clutch&utm_medium=referral&utm_campaign=mobile-app-developers-global,"Yerevan, Armenia",https://clutch.co/profile/volo/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,5.0,7 reviews,$25 - $49 / hr,"$25,000+",250 - 999
"AppZoro Technologies, Inc.",https://appzoro.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Atlanta, GA",https://clutch.co/profile/appzoro-technologies/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,4.7,19 reviews,$50 - $99 / hr,"$50,000+",10 - 49
B2C InfoSolutions,https://www.b2cinfosolutions.com/top-ranked-mobile-app-development-firm-clutch/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Noida, India",https://clutch.co/profile/b2c-infosolutions/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,5.0,10 reviews,< $25 / hr,"$5,000+",50 - 249
Exelor,https://exelor.net/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers,"Kharkiv, Ukraine",https://clutch.co/profile/exelor/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,5.0,6 reviews,$25 - $49 / hr,"$5,000+",10 - 49
X2 Mobile,https://x2mobile.net/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers,"Cluj-Napoca, Romania",https://clutch.co/profile/x2-mobile/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,5.0,9 reviews,$50 - $99 / hr,"$25,000+",10 - 49
ITMAGINATION,https://www.itmagination.com/clients?utm_source=clutch.co&utm_medium=referral&utm_campaign=mobile-application-developers,"Warszawa, Poland",https://clutch.co/profile/itmagination/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,4.6,8 reviews,$50 - $99 / hr,"$25,000+",250 - 999
CubeZoo,https://www.cubezoo.co.za/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Randburg, South Africa",https://clutch.co/profile/cubezoo/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,5.0,19 reviews,$25 - $49 / hr,"$10,000+",10 - 49
Codewave Technologies,https://www.codewave.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Bengaluru, India",https://clutch.co/profile/codewave-technologies/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,4.8,17 reviews,< $25 / hr,"$10,000+",50 - 249
App Maisters Inc.,https://www.appmaisters.com/?utm_source=clutch+&utm_medium=clutch+&utm_id=home+,"Houston, TX",https://clutch.co/profile/app-maisters/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,5.0,13 reviews,$50 - $99 / hr,"$5,000+",10 - 49
Mindtech Apps,https://mindtechapps.com/,"Budapest, Hungary",https://clutch.co/profile/mindtech-apps/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,4.9,8 reviews,$50 - $99 / hr,"$25,000+",10 - 49
Lizard Global,https://lizard.global/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Rotterdam, Netherlands",https://clutch.co/profile/lizard-global/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,4.9,37 reviews,$50 - $99 / hr,"$10,000+",10 - 49
Attract Group,https://attractgroup.com/?utm_source=clutch.co&utm_medium=cpc&utm_campaign=profile-page,"Odesa, Ukraine",https://clutch.co/profile/attract-group/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,5.0,30 reviews,$25 - $49 / hr,"$25,000+",50 - 249
RipenApps,https://ripenapps.com/?utm_source=clutch.co&utm_medium=referral,"Noida, India",https://clutch.co/profile/ripenapps/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,4.7,33 reviews,$25 - $49 / hr,"$10,000+",50 - 249
Geekbears,https://geekbears.com/,"San Francisco, CA",https://clutch.co/profile/geekbears/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,4.9,19 reviews,$50 - $99 / hr,"$50,000+",10 - 49
Interexy,http://interexy.com/?utm_source=clutch.co&utm_medium=catalog&utm_campaign=app-developers,"Lauderdale-by-the-Sea, FL",https://clutch.co/profile/interexy/contact?next=https%3A%2F%2Fclutch.co%2Fdirectory%2Fmobile-application-developers%3Fpage%3D4,4.9,33 reviews,$50 - $99 / hr,"$10,000+",50 - 249
